25,e5,e3,e3,e5,e3,e5,e5,e5,e5,e5,R(24),R(24),e5,R(24),R(24),e5,e5,R(24),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,e9,S24,S23,e9,S25,e9,e9,e9,e9,e9,e2,e2,e9,e2,e2,e9,S26,e2,e9,e9,e9,0,0,0,0,0,0,0,0,0,27,17,20,0,0,0,0
27,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S28,e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,e9,e3,e3,e9,e3,e9,e9,e9,e9,e9,R(23),R(23),e9,R(23),R(23),e9,e9,R(23),e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,S30,0,0,0,0,0,e1,e1,e1,e1,e1,e1,e1,e1,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S32,e9,R(31),e9,e9,e9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
31,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,R(08),e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,S33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,S34,0,0,0,0,0,e1,e1,e1,e1,e1,e1,e1,e1,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S32,e9,R(31),e9,e9,e9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
35,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,R(09),e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S37,e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,S38,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e10,e8,R(32),e8,0,50,0,0,0,39,46,51,0,0,0,0,0,0,0,0
39,0,e3,e3,0,e3,0,0,0,0,S42,0,0,0,0,0,0,e3,e10,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
40,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,S41,e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,0,e11,R(07),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,S24,S23,0,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,S26,e2,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
43,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,S44,e5,e5,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,R(28),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,e6,e3,e3,e3,e3,0,0,0,0,0,0,0,S13,0,0,0,0,e10,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(32),e8,0,50,0,0,0,47,46,51,0,0,0,0,0,0,0,0
47,e8,e8,e8,e8,e8,e8,e8,e8,e8,R(10),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(10),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,S49,0,0,0,0,0,e1,e1,e1,e1,e1,e1,e1,e1,0,e11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
49,e5,e3,e3,e3,e5,e5,e5,e5,e5,e5,e5,e5,S13,e5,S10,e5,e5,e5,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,R(11),e8,e8,e8,R(11),R(11),e8,R(11),R(11),R(11),e8,e8,e8,e8,e8,e8,e8,e10,e8,R(11),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,S55,e5,e5,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,S56,e6,e6,e6,e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,S61,e6,e6,e6,e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,e6,S62,e6,e6,e6,e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,R(12),e8,e8,e8,R(12),R(12),e8,R(12),R(12),R(12),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(12),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,e9,S24,S23,e9,S25,e9,e9,e9,e9,e9,e2,e2,e9,e2,e2,e9,S26,e2,e9,e11,e9,0,0,0,0,0,0,0,0,0,0,0,57,59,0,0,0
57,0,e3,e3,0,e3,0,0,0,0,0,0,0,0,S58,0,0,e3,e10,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,S24,S23,0,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,S26,e2,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
59,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S65,e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,R(27),e9,e9,R(27),e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,e9,S24,S23,e9,S25,e9,e9,e9,e9,e9,e2,e2,e9,e2,e2,e9,S26,e2,e9,e11,e9,0,0,0,0,0,0,0,0,0,0,0,57,74,0,0,0
62,e9,e9,e9,e9,S45,e9,e9,e9,e9,e9,e1,e1,e1,e1,e1,e1,e1,e1,e9,e11,e9,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
63,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,S64,e5,e5,e5,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,S24,S23,0,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,S26,e2,0,e11,0,0,0,0,0,0,0,0,0,0,0,0,57,79,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,S66,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e10,e8,R(32),e8,0,50,0,0,0,67,46,51,0,0,0,0,0,0,0,0
67,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,S68,e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,R(33),e8,e8,e8,R(33),R(33),S70,R(33),R(33),R(33),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(33),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
69,R(13),e8,e8,e8,R(13),R(13),e8,R(13),R(13),R(13),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(13),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,e7,S71,e7,e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e10,e8,R(32),e8,0,50,0,0,0,72,46,51,0,0,0,0,0,0,0,0
72,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,S73,e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,R(16),e8,e8,e8,R(16),R(16),e8,R(16),R(16),R(16),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(16),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S75,e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,S76,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e10,e8,R(32),e8,0,50,0,0,0,77,46,51,0,0,0,0,0,0,0,0
77,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,S78,e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,R(14),e8,e8,e8,R(14),R(14),e8,R(14),R(14),R(14),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(14),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,S80,e5,e5,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,S45,0,0,0,0,0,e1,e1,e1,e1,e1,e1,e1,e1,0,e11,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
81,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,S82,e9,e9,e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,S83,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,S48,e8,e8,e8,S45,S52,e8,S53,S54,R(32),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(32),e8,0,50,0,0,0,84,46,51,0,0,0,0,0,0,0,0
84,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,e8,S85,e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,R(15),e8,e8,e8,R(15),R(15),e8,R(15),R(15),R(15),e8,e8,e8,e8,e8,e8,e8,e8,e8,R(15),e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
