0,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State of DFA,vtype,num,float,literal,id,if,else,while,for,return,addsub,multdiv,assign,comp,semi,comma,lparen,rparen,lbrace,rbrace,$,CODE,VDECL,FDECL,ARG,MOREAGS,BLOCK,STMT,ASSGIN,RHS,EXPR,TERM,FACTOR,COND,RETURN,ELSE,0
1,S5,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,R(29),2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R(01),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,S5,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,R(29),6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,S5,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,e0,R(29),7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,S8,0,0,0,0,0,e1,e1,e1,e1,e1,e1,e1,e10,0,e11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,0,e11,R(03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e10,0,e11,R(02),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,e5,e3,e3,e3,e3,e5,e5,e5,e5,e5,e5,e5,S13,e5,S10,e5,S9,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,S29,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,e9,R(30),e9,e9,e9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
10,R(04),0,0,0,R(04),R(04),0,R(04),R(04),R(04),0,0,0,0,0,0,0,e10,0,R(04),R(04),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,S12,e5,e5,e5,e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,R(05),0,0,0,R(05),R(05),0,R(05),R(05),R(05),0,0,0,0,0,0,0,e10,0,R(05),R(05),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,S24,S23,S15,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,S26,e2,0,e11,0,0,0,0,0,0,0,0,0,14,16,17,20,0,0,0,0
14,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,R(06),e5,e5,R(06),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,R(18),e5,e5,R(18),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,R(17),e5,e5,R(17),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,e3,e3,0,e3,0,0,0,0,0,S18,0,0,0,R(20),0,e3,R(20),0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,S24,S23,0,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,S26,e2,0,e11,0,0,0,0,0,0,0,0,0,0,19,17,20,0,0,0,0
19,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,e5,R(19),e5,e5,R(19),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,e5,e3,e3,e5,e3,e5,e5,e5,e5,e5,R(22),S21,e5,e5,R(22),e5,e3,R(22),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,S24,S23,0,S25,0,0,0,0,0,e2,e2,0,e2,e2,0,0,e2,0,e11,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0
22,e5,e3,e3,e5,e3,e5,e5,e5,e5,e5,R(21),e5,e5,e5,R(21),0,0,R(21),0,e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,e5,e3,e3,e5,e3,e5,e5,e5,e5,e5,R(26),R(26),e5,R(26),R(26),e5,e5,R(26),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,e5,e3,e3,e5,e3,e5,e5,e5,e5,e5,R(25),R(25),e5,R(25),R(25),e5,e5,R(25),e5,e5,e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
